,SENDER,MESSAGE
49,-1001474635205,"(1/4)                                        
09 June 2023       U.S.              🇺🇸

**▫️Pennsylvania residents charged in connection to ""extensive"" prostitution enterprise
**Two York County residents have been charged in connection to what the Department of Justice is calling an “extensive prostitution enterprise” involving hundreds of individuals, some of whom are suspected of being victims of human trafficking. According to the United States Attorney’s Office for the Middle District of Pennsylvania, four people were indicted on charges related to an alleged prostitution enterprise called XO Companions, or XOC, after a years-long investigation. According to the Department of Justice, Panin and Zakirova allegedly recruited women in Russia and other Eastern European countries to travel to the United States to work as prostitutes in major cities. If you believe you are a victim in this case, please contact Homeland Security Investigations at 866-347-2423 or SexTrafficking_Outreach@hsi.dhs.gov.
» https://www.abc27.com/local-news/york-county-residents-charged-in-connection-to-extensive-prostitution-enterprise/        (VIDEO)
» https://local21news.com/news/local/dillsburg-native-thomasville-native-charged-in-prostitution-enterprise-federal-indictment-money-laundering-charges-middle-district-of-pennsylvania-jennie-lawson-tracey-lawson-june-8-2023

**▫️Operation Moovin' Out: 62 Hanford gang members arrested for crimes including homicide, money laundering, human trafficking in Kings County
**KINGS COUNTY, Calif. - Over 60 people were arrested during a large-scale operation targeting a gang in Kings County. Officials say those arrested were linked to murder, shootings, human trafficking, fraud, and the sale of drugs.
» https://kmph.com/news/local/large-scale-operation-results-to-be-revealed-thursday-in-kings-county        (VIDEO)
» https://oag.ca.gov/news/press-releases/attorney-general-bonta-announces-62-arrests-multiagency-investigation-kings
» https://abc30.com/operation-moovin-out-62-arrests-human-trafficking-drug-sales/13361247/

**▫️7 men arrested in Stevens County for sexual abuse and exploitation of children
**COLVILLE, Wash. — Seven men are now behind bars in Stevens County following an operation identifying individuals involved in the sexual abuse and exploitation of children. The Stevens County Sheriff's Office says some of the crimes investigated included Rape of a child in the first degree. The Stevens County Sheriff’s Office requests that anyone with information related to the suspects listed contact Detective Denis Yunin by phone or by email at dyunin@stevenscountywa.gov.
» https://www.khq.com/news/seven-men-arrested-in-stevens-county-for-sexual-abuse-and-exploitation-of-children/article_4895da3a-063a-11ee-b012-ff058543dadc.html        (VIDEO)
» https://www.fox28spokane.com/7-men-arrested-in-stevens-county-for-sexual-abuse-and-exploitation-of-children/
» https://www.yoursourceone.com/columbia_basin/ellensburg-man-arrested-in-child-sex-abuse-sting-in-stevens-county/article_0d78c140-067d-11ee-9883-d7b4ce2597a3.html

**▫️HISD student escapes beings trafficked: Federal investigation cracks down on sex trafficking of minors
**HOUSTON, Texas - A Houston ISD student escaped being sex trafficked after going to her school for help. This information comes from a federal investigation that details nine men and women charged with sex trafficking adults and minors along Bissonnet Street in an area commonly referred to as ""The Blade."" The federal criminal complaint focuses on pictures, texts, and direct messages between three pimps and three girls, between the ages of 14 and 16, as evidence that the men were instructing them on what to do, when, and where. The men at the center of the investigation are Damarquis McGee, Javon Yaw Opoku, and Andre Serrano Portillo. Opoku pleaded guilty on Wednesday to trafficking the 15-year-old.
https://abc13.com/sex-trafficking-crimes-hisd-student-escapes-federal-investigation-pimps-arrested/13360182/        (VIDEO)

    @ENDHUMANTRAFFICKING"
50,-1001474635205,"09 June 2023       Netherlands                      🇳🇱

**▫️Operation 'Hands Off': Eight suspects from the Rotterdam region arrested for possession of child pornography
**Rotterdam - The police arrested eight suspects in eight different investigations last week. All suspects have been arrested on suspicion of possession of child pornography. The arrests in these cases are part of operation 'Hands Off'. An operation in which the Team Combating Child Pornography and Child Sex Tourism of the Rotterdam unit has accelerated eight cases. The team received help from digital detectives and the Zeden team.
» https://112-rijnmond.nl/acht-verdachte-uit-regio-rotterdam-aangehouden-voor-bezit-kinderpornografie-rotterdam/
» https://www.dehavenloods.nl/nieuws/algemeen/47901/politie-rotterdam-pakt-acht-verdachten-op-voor-bezit-van-kind
» https://www.blikopnieuws.nl/nieuws/298772/politie-houdt-8-verdachten-van-bezit-kinderpornografie-aan-tijdens-operatie-hands-off

**▫️Police arrest seven men who sexually abused woman from the age of thirteen
**On Monday and Tuesday 5 and 6 June, six suspects were arrested in and near their homes in The Hague, Vlaardingen and Hardinxveld-Giessendam. The arrests were made by the Human Trafficking Team of the Rotterdam Regional Criminal Investigation Service. In addition to these suspects, another suspect was arrested who was already in custody in the PI Krimpen in connection with another investigation by the police in The Hague. The suspects aged 59, 55, 53, 45, 41 and 30 were arrested after a 22-year-old woman reported abuse and sexual exploitation last year. The woman stated that the men, some of whom know each other, abused her from the age of 13 to the age of 19 and that they also recorded this.
» https://www.politie.nl/nieuws/2023/juni/8/07-meerdere-verdachten-van-seksueel-misbruik-aangehouden.html
» https://alarmeringen.nl/zuid-holland/rotterdam/149080-meerdere-verdachten-van-seksueel-misbruik-aangehouden-in-rotterdam.html
» https://nieuwsopbeeld.nl/2023/06/08/meerdere-aanhoudingen-voor-jarenlang-seksueel-misbruik-minderjarige-vrouw/

**▫️Two years in prison for out-of-school care driver who abused girl
**The 81-year-old driver of daycare De Madelief in Tilburg has been sentenced to two years in prison for repeatedly abusing a then ten-year-old girl with an intellectual disability. This has been determined by the court in Breda. He was eventually caught when a passerby saw him groping the girl in his stationary taxi van. He must pay 10,000 euros in compensation to the family.
» https://www.kinderopvangtotaal.nl/twee-jaar-cel-voor-bso-chauffeur-die-meisje-misbruikte/
» https://soeq.nl/man-81-misbruikt-meisje-van-10-en-moet-twee-jaar-de-cel-in/
» https://www.omroepbrabant.nl/nieuws/4288585/man-81-misbruikt-meisje-van-10-en-moet-twee-jaar-de-cel-in

read this post in Dutch  »[Nederlands](https://t.me/Terrae_Liberatae_Lux_Vicit/11313)» 

- - - -N-E-E-D- -H-E-L-P-?- - -Netherlands- - - - - - - - - - - - - - - -
Urgent: call: 112  | non-urgent: 0900-8844 | 0800–2000
Meld Misdaad Anoniem: 0800-7000
https://www.politie.nl/informatie/hoe-kan-ik-mensenhandel-melden.html
https://humantraffickinghotline.org/
Meldpunt kinderporno: https://www.eokm.nl/ | https://www.meldpunt-kinderporno.nl/hulpnodig/kind-in-gevaar/
Anonieme hulplijn: http://www.stopitnow.nl/ | https://www.helpwanted.nl/
- - - - - - - - - - -- - - - - - - - - - - - - - - - - - - - - - - - - - -
    @ENDHUMANTRAFFICKING"
51,-1001474635205,"(5/5)                                        
08 June 2023       U.S.                🇺🇸

**▫️Inside the Genesee County task forces hunting predators who target children
**https://news.yahoo.com/inside-task-forces-hunting-predators-225000106.html        (VIDEO)

**▫️Osceola Sheriff Seeks Possible Additional Victims of Child Rapist
**Osceola County. FL – On June 5, 2023, The Osceola County Sheriff’s Office Special Victim’s Unit responded to a Capital Sexual Battery. At the time of the incident, the 11-year-old male victim disclosed he had been victimized by Vitor Camilo Coelho Pinto (D.O.B.: 01/04/2002), on multiple occasions. The investigation yielded a second male victim, currently eight years of age. This 8-year-old victim disclosed several incidents of lewd and lascivious conduct by Vitor Camilo Coelho Pinto. Due to the circumstances in this case, detectives have reason to believe there may be other victims. If anyone has any further information in reference to this incident or your child has been in contact with Vitor Camilo Coelho Pinto, please contact the Osceola County Sheriff’s Office. Additional investigation and charges are forthcoming.
https://www.osceolasheriff.org/osceola-sheriff-seeks-possible-additional-victims-of-child-rapist/

**▫️Former Illinois police recruit sentenced to 40 years for child sexual assault
**BELVIDERE, Ill. — Brian Sample, 41, of Poplar Grove, has been sentenced to 40 years in prison for 2 counts of Predatory Criminal Sexual Assault of a Child. According to the Boone County State’s Attorney’s Office, a public school student disclosed the offenses after a presentation on Erin’s Law, a child sex abuse program required in Illinois schools.
» https://www.mystateline.com/news/local-news/former-police-recruit-sentenced-to-40-years-for-child-sexual-assault/
» https://ground.news/article/former-byron-police-recruit-sentenced-to-40-years-for-child-sexual-assault_d69a8b
_____________________
More Arrest Updates:
[HSI/ICE Newsroom Child Exploitation 
](https://www.ice.gov/newsroom?field_news_release_topics_tag_target_id=All&field_field_location_administrative_area=All&field_published_date_value%5Bmin%5D=&field_published_date_value%5Bmax%5D=&combine=Child+Exploitation&field_field_location_country_code=All)[FBI Arrests & Violent Crimes Against Children News
](https://www.fbi.gov/investigate/violent-crime/vcac/violent-crimes-against-children-news)[Department of Justice Press Room Human Trafficking News

](https://www.justice.gov/humantrafficking/press-room)- - - -N-E-E-D- -H-E-L-P-?- - -US:- - - - - - - - - - - - - - - - - - -
NCMEC Urgent victim help  24-Hour Hotline:  1-800-843-5678
NCMEC Cybertiplines: https://report.cybertip.org/
National Human Trafficking Hotline: 888-373-7888 or humantraffickinghotline.org
! Warning: multiple sources report the two helplines mentioned above are partially funded by questionable foundations !
HSI/ICE toll-free hotline: 1-866-DHS-2-ICE  | Anonymous toll-free ICE Tip Line: (866) 347-2423   |   Tip Form
U.S. Marshals Service:  USMS Tips app
DHS:  https://www.dhs.gov/blue-campaign/identify-victim
Get Help Now: Survivors Network of those Abused by Priests (SNAP) Toll-Free Phone: 1-877-SNAP-HEALS (1-877-762-7432)    or
https://www.snapnetwork.org/need_help_now
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
    @ENDHUMANTRAFFICKING"
52,-1001474635205,"(4/5)                                        
08 June 2023       U.S.                🇺🇸

**▫️9 indicted in Joint Task Force Alpha investigation after human smuggling organization takedown** | ICE
ALBUQUERQUE, N.M. — An indictment against nine alleged human smugglers was unsealed June 5 following an investigation by Homeland Security Investigations (HSI). U.S. Customs and Border Protection and the U.S. Border Patrol assisted with the case. A federal grand jury indicted all nine defendants on May 18. According to the indictment and other court records, Jose Luis Avalos aka “El Gordo,” 40, of El Paso, Texas, allegedly led the human smuggling operation. Avalos and his wife, Kristina Hardin, 41, also of El Paso, were arrested June 1 in El Paso
https://www.ice.gov/news/releases/9-indicted-joint-task-force-alpha-investigation-after-human-smuggling-organization

**▫️Canovanas man indicted for producing child sexual abuse material and exploiting a minor
**AN JUAN, Puerto Rico — On May 31, a federal grand jury returned an indictment charging Christopher Joel Rabell-Pineiro, 25, of Canovanas, with production of child sexual abuse material and child exploitation. Authorities arrested Rabell-Pineiro on June 6. Rabell-Pineiro’s charges resulted from an investigation conducted by Homeland Security Investigations (HSI) San Juan and the Puerto Rico Crimes Against Children Task Force. During the investigation, authorities seized materials used for the production and distribution of child sexual abuse material from the defendant.
https://www.ice.gov/news/releases/canovanas-man-indicted-producing-child-sexual-abuse-material-and-exploiting-minor

**▫️NEFL INTERCEPT task force nabs brothers, leads to guilty pleas for child sexual exploitation
**JACKSONVILLE, Fla. — A Northeast Florida Interagency Child Exploitation and Persons Trafficking Task Force, or NEFL INTERCEPT, investigation led to guilty pleas for brothers Joshua Thomas Brown, 28, and Jonathan William Brown, 25, both of Jacksonville. At sentencing, Joshua Brown faces up to 20 years in federal prison and a potential lifetime term of supervised release. His sentencing hearing has not yet been scheduled. Jonathan Brown pleaded guilty on March 16 to downloading and receiving photos and videos depicting the sexual abuse of young children. His sentencing hearing is set for June 26.
https://www.ice.gov/news/releases/nefl-intercept-task-force-nabs-brothers-leads-guilty-pleas-child-sexual-exploitation

    @ENDHUMANTRAFFICKING"
53,-1001474635205,"(3/5)                                        
08 June 2023       U.S.                🇺🇸

**▫️Plano music teacher charged with sexual abuse of a child
**PLANO, Texas — The Plano Police Department has arrested and charged a music teacher with continuous sexual abuse of a child under 14 years old, a first-degree felony. The suspect, 37-year-old Jun Guo, was arrested at about 6:55 p.m. on Monday, June 5. Guo gave music lessons in his own home in the 3600 block of Estacado Lane. Guo is charged with continuous sexual abuse of a child under 14 years old. The investigation is ongoing. Anyone with information regarding Guo or a similar incident is asked to call Plano police at 972-941-2148.
» https://www.wfaa.com/article/news/crime/plano-music-teacher-charged-continuous-sexual-abuse-of-child/287-25d17538-6404-4c2f-a5f0-7f39b05418a5
» https://www.aol.com/north-texas-music-teacher-accused-210702939.html
» https://www.irvingweekly.com/s/5467/Plano-Music-Teacher-Arrested-fo-Child-Sexual-Abuse.php

**▫️2 Alabama men arrested in Florida on child sex charges
**OKALOOSA COUNTY, Fla. — Two Mobile men were arrested in Okaloosa County Friday, June 2, after they allegedly contacted undercover deputies posing as young girls for sex, according to their arrest reports from the Okaloosa County Sheriff’s Office. Armon Culbreth, 35, and Stephen Williamson, 28, were arrested on June 2 on child sex charges.
https://www.wkrg.com/northwest-florida/okaloosa-county/2-mobile-men-arrested-in-florida-on-child-sex-charges-okaloosa-co-sheriffs-office/

**▫️Iowa Boy Scouts leader sexually abused minor troop members, police say
**A former Boy Scouts of America troop leader in northeast Iowa has been arrested for alleged inappropriate sexual conduct with at least five separate victims over the course of a decade. Police arrested James Hughes, 73, at his home in Cresco in northeast Iowa on Wednesday. He was charged with four counts of third-degree sexual abuse, class C felonies, and six counts of lascivious conduct with a minor, serious misdemeanors. Hughes was a licensed physical therapist in Cresco and also served as the committee chair and merit badge counselor for Boy Scout Troop 63, according to court documents.
» https://www.desmoinesregister.com/story/news/crime-and-courts/2023/06/07/cresco-iowa-boy-scout-leader-james-hughes-sexually-abused-minor-troop-members-police-say/70298795007/
» https://westerniowatoday.com/2023/06/07/former-cresco-boy-scout-leader-arrested-for-child-abuse/

**▫️U.S. Marshals Task Force Arrests Child Sexual Offense Suspect After Seven Years on the Run
**Columbus, OH – The U.S. Marshals Southern Ohio Fugitive Apprehension Strike Team (SOFAST) arrested fugitive Santos Carrillo on June 7, 2023, on an outstanding arrest warrant from Davidson County, North Carolina. In January of 2016, an arrest warrant was issued for Carrillo charging him with a First-Degree Sex Offense of a Child. The Thomasville North Carolina Police Department investigation revealed Carrillo allegedly sexually assaulted a child under the age of 13.
https://www.usmarshals.gov/news/press-release/us-marshals-task-force-arrests-child-sexual-offense-suspect-after-seven-years

    @ENDHUMANTRAFFICKING"
54,-1001474635205,"(3/3)
08 June 2023       Global                🌎

**▫️SOS Children's Village covered up abuse for decades
**Worldwide, there are said to have serious allegations of sexual violence in facilities of SOS Children's Village. A report documents covering and extermination of evidence.
According to an internal investigation report, the International Aid Organization SOS Children's Village has decades covered up incidents of fraud and sexual violence against children, partly with the following children's pregnancies. According to the report of a special commission, the organization has been silent since the 1980s ""serious allegations of abuse"" of minors in several countries. Accordingly, ""scandals were disguised, evidence was destroyed and employees were intimidated"" who pointed out the grievances. The report that the organization published on its website documents, among other things, ""numerous cases of child pregnancies"", which are particularly due to rape. Girls were pushed into ""forced abortions"" without the ""approval of the families"". The report is the result of the investigation of an independent special commission. The Commission was set up in 2021 by the managing director of SOS Children's Village International, Ingrid Johansen, when she took office. It should pursue allegations in 20 countries. Johansen had already apologized for ""serious misconduct"" in the organization at the time. The commission viewed thousands of documents in several countries and led around 200 interviews with alleged victims, former responsible and current supervisors.
» https://www.barrons.com/news/internal-probe-confirms-abuse-corruption-at-international-charity-b1dd9932
» https://www.zeit.de/gesellschaft/zeitgeschehen/2023-06/sos-kinderdorf-sexuelle-gewalt-missbrauch
» https://www.sos-childrensvillages.org/news/isc-completes-final-report

**▫️Priest Eduardo Córdova: More than 100 cases of sexual abuse against minors remain unpunished
**The priest from San Luis Potosí is still a fugitive from justice, despite the fact that his search file was issued by Interpol; victims in SLP narrate the abuses and the ordeal in search of justice. Criminally accused of the sexual abuse of at least 19 minors, although groups against pedophilia attribute more than 100 acts of abuse to him, the priest from Potosi  Eduardo Córdova  has flouted the law for more than 40 years.
https://www-bishop--accountability-org.translate.goog/2023/06/sacerdote-eduardo-cordova-mas-de-100-casos-de-abuso-sexual-contra-menores-siguen-impunes/

**▫️Iran delegation attends INTERPOL conference in Singapore
**Brigadier General Majid Karimi had several bilateral and multilateral meetings with senior police officials of the participating countries and managers of specialized departments of the Interpol organization. Referring to the importance of the three-day conference, Karimi said, ""__Various areas of international crimes, including drug trafficking, arms and ammunition trafficking, human trafficking and other violent crimes were discussed [in the meetings]__."" According to Brigadier General Karimi, Iran's delegation reached good agreements with some countries regarding increasing the level of police interactions.
https://en.mehrnews.com/news/201687/Iran-delegation-attends-INTERPOL-conference-in-Singapore

    @ENDHUMANTRAFFICKING"
55,-1001474635205,"(2/3)
08 June 2023       Global                🌎

**▫️South Korean inquiry to look into 237 more foreign adoptions suspected to have laundered origins
**SEOUL, South Korea - South Korea´s Truth and Reconciliation Commission said Thursday it will investigate 237 more cases of South Korean adoptees who suspect their family origins were manipulated to facilitate their adoptions in Europe and the United States. The new cases in the commission's expanded inquiry into South Korea's foreign adoption boom involve adoptees in 11 nations including the United States, Denmark, Norway, and Sweden who were adopted from 1960 to 1990. More than 370 adoptees from Europe, North America and Australia filed applications last year demanding their cases be investigated.
https://www.dailymail.co.uk/wires/ap/article-12172193/South-Korean-inquiry-look-237-foreign-adoptions-suspected-laundered-origins.html

**▫️Iraq: FIIA arrests dangerous human trafficking network led by a woman in Baghdad** » Iraqi News Agency
The Federal Intelligence and Investigations Agency FIIA at the Ministry of Interior announced on Thursday arresting a dangerous human trafficking network led by a woman in Baghdad. The security media cell said in a statement received by the Iraqi News Agency (INA), that ""the Federal Intelligence and Investigations Agency in the Ministry of Interior continues its security operations to follow up on organized crime gangs that trade in human beings and human organs, and after receiving intelligence about the existence of a gang led by one of the women who exploits children and women in human trafficking, and acts of brokering and prostitution, a specialized intelligence working group was formed and after taking judicial approvals and a tight ambush , the accused were lured and arrested.""
https://ina.iq/eng/26923-fiia-arrests-dangerous-human-trafficking-network-led-by-a-woman-in-baghdad.html

**▫️German police raid 50 homes in child abuse probe
**A thousand police officers in Germany raided the homes of 50 people as part of a nationwide crackdown on the online sharing and distribution of child pornography, Cologne police said Wednesday. None of the 48 men and two women suspected of involvement was arrested during Tuesday’s raids, but investigators seized around 2,000 phones, computers and other devices upon which images were stored, police said.
https://www.preda.org/2023/german-police-raid-50-homes-in-child-abuse-probe/

**▫️South Africa: Eight Foreign Nationals Arrested for Human Trafficking and Immigration Violations in Komani
**In a significant operation targeting human trafficking, eight foreign nationals were arrested on Wednesday, May 31 in Komani for their alleged involvement in a trafficking syndicate that exploited individuals from neighboring countries as cheap labor in the brick-making industry on Factory Street.
https://opera.news/za/en/politics/a93aad03fb51b2ad109a0021e79ca4fa

    @ENDHUMANTRAFFICKING"
56,-1001474635205,"08 June 2023       India                🇮🇳

**▫️Kailash Satyarthi NGO rescues 12 child workers from high profile Gujarat private varsity
**In a rather grim reflection of the state of child labour in Gujarat, 12 child labourers, most of whom belong to Rajasthan tribal communities, have been rescued from the campus of a high profile private university in Rajkot by a team of the Bachpan Bachao Andolan (BBA), Anti-Human Trafficking Unit (AHTU), Labour Department, Centre for Labour Research and Action, and the Police.
Children pushed into child labour in different kinds of eateries and factories is a norm, but the fact that these children were rescued from a university campus has left everyone shocked, said a BBA release.
https://www.counterview.net/2023/06/kailash-saryathi-ngo-rescues-12-child.html

**▫️11 Minors on Way to Punjab from Bihar for Child Labour Rescued in UP
**https://www.pgurus.com/11-minors-on-way-to-punjab-from-bihar-for-child-labour-rescued-in-up/

**▫️25 children rescued in Noida during child labour eradication drive
**Twenty-five children engaged in begging or working as labourers in Noida have been rescued in a day-long operation, police officials said. The rescue operation was carried out on Tuesday as part of child labour eradication programme on instructions of Gautam Buddh Nagar Police Commissioner Laxmi Singh.
» https://www.telegraphindia.com/india/child-labour-eradication-drive-25-children-engaged-in-labour-begging-rescued-in-noida/cid/1943033
» https://www.deccanherald.com/national/north-and-central/25-children-rescued-in-noida-during-child-labour-eradication-drive-1225596.html

**▫️Anti Human Trafficking Cell Rescues Child Labour From Famous Biryani Restaurant In Nerul
**Navi Mumbai: The Anti Human Trafficking Cell (AHTC) rescued a 17-year old child labour from a hotel in Nerul. 
https://www.msn.com/en-in/news/other/navi-mumbai-news-anti-human-trafficking-cell-rescues-child-labour-from-famous-biryani-restaurant-in-nerul/ar-AA1ce8lg

**▫️Olympics: Act on Sexual Abuse Complaints by Indian Athletes
**(Nyon, Switzerland) – The International Olympic Committee (IOC) should immediately act to ensure reports of alleged sexual abuse of athletes by the president of the Wrestling Federation of India, Brij Bhushan Sharan Singh, are investigated fully, the Sport & Rights Alliance said today.
https://www.hrw.org/news/2023/06/07/olympics-act-sexual-abuse-complaints-indian-athletes

**▫️TN police to launch 'Operation missing children'
**CHENNAI: As a step to trace the missing children in the last 10 years, the TN police will be launching 'operation missing children' immediately. In a communication to all the commissioners of police in cities and superintendents of police in the districts, the state head of the police force has also sent the list of missing children who are yet to be traced in the last 10 years.
» https://www.dtnext.in/news/tamilnadu/tn-police-to-launch-operation-missing-children-717154
» https://www.thehindu.com/news/national/tamil-nadu/tamil-nadu-police-launch-drive-to-trace-missing-children/article66943607.ece

- - - -N-E-E-D- -H-E-L-P-?- - -India:- - - - - - - - - - - - - - - - - - - - - - -
Anti-Human Trafficking Unit (AHTU): 9470001390      (24/7)
India National helpline Childline: 112 or 1098  or +91-11-42244224
Women helpline 181
Indians trapped abroad in fake job rackets: The state government has provided three numbers- 9600023645, 8760248625 and 044-28515288 for the public to contact.
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
    @ENDHUMANTRAFFICKING"
57,-1001474635205,"08 June 2023       U.K.               🇬🇧

**▫️Operation Lytton: Nine men appear in court accused of historic child sex offences as provisional trial date set
**They have been accused of multiple offences against three teenage girls, aged between 13 and 17, who cannot be named for legal reasons, in Rochdale between 2000 and 2007.
https://www.manchestereveningnews.co.uk/news/greater-manchester-news/nine-men-appear-court-accused-27071854#ICID=Android_MENNewsApp_AppShare

**▫️Nigerian man arrested three months after arriving UK for multiple child pornography
**Cyril Kenneth, a Nigerian, who arrived Belfast, Northern Ireland a part of the United Kingdom (UK) in February to study, has been arrested for attempting to date children under the age of 15.
https://newspread.ng/nigerian-man-arrested-three-months-after-arriving-uk-for-multiple-child-pornography/

**▫️South Shields pervert who was part of 'gruesome' WhatsApp group caught with child abuse images
**A pervert who was a member of a ""gruesome"" WhatsApp group was caught with horrific child abuse images. Alan Daglish came to the attention of the National Crime Agency in February this year after uploading an indecent video of a child aged 11 or 12 to the WhatsApp group. A judge at Newcastle Crown Court heard the group had ""particularly gruesome"" interests although there was no evidence Daglish was viewing or searching for anything other than the images he admitted having. When his devices were examined, police found ten of the most serious, category A images, including two videos, 23 category B and 16 category C images, along with one prohibited cartoon image of a child. An example of the material included a child aged between one and four being raped by a man.
https://www.chroniclelive.co.uk/news/north-east-news/south-shields-pervert-who-part-27063738

**▫️James Grover jailed for sexual offences against children in Edinburgh
**A man who sexually abused schoolchildren in the 1990s and 2000s has been jailed for four years. James Grover, 41, was convicted of attacking three youngsters in Edinburgh, who were aged between 12 and 15 at the time of the offences.
https://news.sky.com/story/james-grover-jailed-for-sexual-offences-against-children-in-edinburgh-12898207

- - - -N-E-E-D- -H-E-L-P-?- - -U.K.:- - - - - - - - - - - - - - - - - - - - -
Urgent: 999 | non-urgent: 101 
https://www.salvationarmy.org.uk/modern-slavery:  0800 808 3733 (24/7)
https://www.modernslaveryhelpline.org/helplines: 08000 121700 (24/7)
Childline: 0800 1111  |   https://www.nspcc.org.uk/
Scotland Police: https://www.scotland.police.uk/contact-us/ or Crimestoppers: 0800 555 111
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
    @ENDHUMANTRAFFICKING"
58,-1001474635205,"(5/5)                                        
07 June 2023       U.S.                🇺🇸

**▫️NYSP: Liberio Nieto, 28, of the City of Middletown, New York Sexually Assaulted Kid, More Victims
**New York State Police are looking for more victims after accusing Nieto of sexually abusing a child.  ""Anyone who feels they were a victim of Liberio Nieto or know of someone who may have been a victim, are asked to contact the New York State Police Bureau of Criminal Investigation (BCI) in Middletown at 845-344-5300 and reference SJS number 11454075,"" New York State Police said in a press release.
https://hudsonvalleypost.com/hudson-valley-man-sexually-assaulted-kid-more-victims-middletown-orange-county/

**▫️'Monster' Sentenced For Sex Crimes Against 3 Girls In Murrieta
**MURRIETA, CA — A man charged with sexually molesting three young girls in Murrieta accepted a plea deal Monday and was immediately sentenced to 20 years in state prison. John Michael Blake, 43, pleaded guilty to six counts of a lewd act with a child under 14 and one count of sexual penetration with a minor under age 14.
https://patch.com/california/murrieta/murrieta-man-sentenced-20-years-sex-crimes-against-3-girls

**▫️Governor Ron DeSantis Issues Update on Operation Lone Star
**BROWNSVILLE, Texas — Today, Governor Ron DeSantis announced that Florida teams have made contact with more than 5,800 undocumented migrants and assisted the Texas Department of Public Safety with more than 190 arrests including felony charges for human smuggling, drug paraphernalia, unlawful carrying of weapons, and a suspect with a capital murder warrant. 
https://flgov.com/2023/06/06/governor-ron-desantis-issues-update-on-operation-lone-star/

**▫️DHS Launches Major Effort To Stem Human Trafficking In Indigenous Communities
**The Department of Homeland Security plans to announce Tuesday that, for the first time, it is launching a large-scale effort with a major industry in tribal communities to fight human trafficking, which disproportionately affects Native women. The department’s Blue Campaign, its public awareness effort on trafficking, is unveiling a new [toolkit](https://www.dhs.gov/sites/default/files/2023-05/Tribal%20Gaming%20Toolkit%20508c_05_03_2023.pdf).
» https://www.huffpost.com/entry/human-trafficking-tribal-gaming-native-women_n_647de203e4b091b09c33d281
» https://uk.sports.yahoo.com/news/dhs-launches-major-effort-stem-173119511.html
_____________________
More Arrest Updates:
[HSI/ICE Newsroom Child Exploitation 
](https://www.ice.gov/newsroom?field_news_release_topics_tag_target_id=All&field_field_location_administrative_area=All&field_published_date_value%5Bmin%5D=&field_published_date_value%5Bmax%5D=&combine=Child+Exploitation&field_field_location_country_code=All)[FBI Arrests & Violent Crimes Against Children News
](https://www.fbi.gov/investigate/violent-crime/vcac/violent-crimes-against-children-news)[Department of Justice Press Room Human Trafficking News

](https://www.justice.gov/humantrafficking/press-room)- - - -N-E-E-D- -H-E-L-P-?- - -US:- - - - - - - - - - - - - - - - - - -
NCMEC Urgent victim help  24-Hour Hotline:  1-800-843-5678
NCMEC Cybertiplines: https://report.cybertip.org/
National Human Trafficking Hotline: 888-373-7888 or humantraffickinghotline.org
! Warning: multiple sources report the two helplines mentioned above are partially funded by questionable foundations !
HSI/ICE toll-free hotline: 1-866-DHS-2-ICE  | Anonymous toll-free ICE Tip Line: (866) 347-2423   |   Tip Form
U.S. Marshals Service:  USMS Tips app
DHS:  https://www.dhs.gov/blue-campaign/identify-victim
Get Help Now: Survivors Network of those Abused by Priests (SNAP) Toll-Free Phone: 1-877-SNAP-HEALS (1-877-762-7432)    or
https://www.snapnetwork.org/need_help_now
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
    @ENDHUMANTRAFFICKING"
